seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00021395	chrIV	183484	184683	1200	+	1200	WBGene00021395	pnc-1	43.381715	66.791725	7.1784004662978	7.21576707349651	NA	NA	NA	NA	NA	NA	NA	487.728891293407	-1.38125364796519	0.341940622010422	1.96587822605208e-05	0.000142810131576983	classC
WBGene00017538	chrV	6120007	6121206	1200	-	1200	WBGene00017538	ceh-49	-21.172635	-15.223559	6.32722213138391	6.05818295785299	NA	NA	NA	NA	NA	NA	NA	322.643999273511	-1.38213065285434	0.529850414306781	0.0030230700752292	0.0120566279901475	classC
WBGene00011136	chrV	14711616	14712815	1200	+	1200	WBGene00011136	R08A2.5	-14.146344	-1.356316	6.44824673484231	6.33093614378932	NA	NA	NA	NA	NA	NA	NA	39.2008541784188	-1.38268013117981	1.17340965743937	0.0466326772470797	0.108205281646495	classD
WBGene00015590	chrIII	7775834	7777033	1200	-	1200	WBGene00015590	bath-15	5.277895	14.298353	6.73801972436115	6.58730113646498	NA	NA	NA	NA	NA	NA	NA	212.714201333438	-1.38324925442138	0.56269594398673	0.00444713304764069	0.0167003767176765	classC
WBGene00020582	chrII	6648927	6650126	1200	-	1200	WBGene00020582	oig-8	-11.547875	11.726483	6.49055188806817	6.54818804665575	NA	NA	NA	NA	NA	NA	NA	74.4030309845149	-1.38559106906884	0.995472018498084	0.0371749853795604	0.0909731956624701	classD
WBGene00018144	chrIV	3866309	3867508	1200	+	1200	WBGene00018144	F37C4.4	28.675468	39.572636	7.02394510350027	6.92398140253413	NA	NA	NA	NA	NA	NA	NA	366.663502723935	-1.38645119423864	0.475364169205639	0.00118893638270957	0.00550904753377404	classC
WBGene00010504	chrX	13705907	13707106	1200	+	1200	WBGene00010504	K02D3.1	-11.107417	2.258211	6.49760152460892	6.39430151534863	NA	NA	NA	NA	NA	NA	NA	148.764143666875	-1.3876551314846	0.618284988402011	0.00742230344156313	0.0254824189922666	classC
WBGene00013427	chrIII	11607170	11608369	1200	+	1200	WBGene00013427	Y66D12A.1	-10.446571	6.068387	6.50811432819248	6.45821429029696	NA	NA	NA	NA	NA	NA	NA	30.0752014362618	-1.38876181104915	0.951839993687348	0.0331851064774984	0.0833195952956545	classD
WBGene00007629	chrIII	4157199	4158398	1200	-	1200	WBGene00007629	C16C10.9	-5.692525	3.390076	6.58156536060922	6.41358506215227	NA	NA	NA	NA	NA	NA	NA	36.2998402041264	-1.39010480488032	0.596078686912351	0.0064854351887723	0.0228704289450881	classC
WBGene00017249	chrII	2763964	2765163	1200	+	1200	WBGene00017249	fbxb-108	-15.60508	1.591121	6.4239421265746	6.38281441949788	NA	NA	NA	NA	NA	NA	NA	433.773088326997	-1.39016286174067	0.697836258216286	0.013248050824613	0.0404683489914281	classC
WBGene00003812	chrV	13827267	13828466	1200	+	1200	WBGene00003812	nrf-5	0.333546	32.576702	6.6695977759901	6.83837312366038	NA	NA	NA	NA	NA	NA	NA	1562.02982796679	-1.39029431950425	0.358770312354706	3.80533975367258e-05	0.000262439992716364	classC
WBGene00005540	chrII	3047678	3048877	1200	+	1200	WBGene00005540	sri-28	-14.816897	8.896312	6.43712519697077	6.50388460511139	NA	NA	NA	NA	NA	NA	NA	32.2822849915164	-1.3911627115721	1.11987531639051	0.0398990860614388	0.09603395189705	classD
WBGene00007270	chrIII	4097991	4099190	1200	-	1200	WBGene00007270	rei-1	20.672645	25.151306	6.93238465216048	6.74158424442807	NA	NA	NA	NA	NA	NA	NA	1072.51338406208	-1.39117204846491	0.469529068280549	0.000968943902036822	0.00463081522771691	classC
WBGene00016948	chrI	2567860	2569059	1200	+	1200	WBGene00016948	scrt-1	-4.628559	9.496287	6.5975040452241	6.51339090940561	NA	NA	NA	NA	NA	NA	NA	140.32302786975	-1.39151642881797	0.5905722710873	0.00570248703874103	0.0205566220874594	classC
WBGene00007286	chrX	13668629	13669828	1200	-	1200	WBGene00007286	C04A11.2	18.205036	102.840508	6.90293910553007	7.52902364505273	100.831775	117.328674	95.3785970541494	2.99921756553013	2.06940416248346	2.00359741239315	1.97945093000682	1482.57269425788	-1.39164970969447	0.32999316713127	8.80369889136435e-06	6.80361505339718e-05	classA
WBGene00018323	chrIV	3354057	3355256	1200	+	1200	WBGene00018323	F42A6.1	-3.50487	8.190289	6.61414837928988	6.49261720171729	NA	NA	NA	NA	NA	NA	NA	13.0438530764917	-1.39272382301612	1.1646489875584	0.0419994420133448	0.0998154677874404	classD
WBGene00009340	chrV	10556976	10558175	1200	+	1200	WBGene00009340	best-14	-10.488782	-2.167813	6.5074451168791	6.31631915221628	NA	NA	NA	NA	NA	NA	NA	589.721469363572	-1.39281259914508	0.530927837080559	0.00280430248714468	0.0113292665258199	classC
WBGene00017639	chrV	8195740	8196939	1200	-	1200	WBGene00017639	F20D6.10	8.475363	35.848923	6.78060014451334	6.87904790124851	NA	NA	NA	NA	NA	NA	NA	636.191076379384	-1.39359322295884	0.550281707045266	0.00351193536976564	0.0136558757763721	classC
WBGene00008543	chrI	7358901	7360100	1200	-	1200	WBGene00008543	F07A5.4	-3.223199	6.340154	6.61829062633841	6.4626665934636	NA	NA	NA	NA	NA	NA	NA	345.538615739685	-1.39511341923516	0.740012485646089	0.0161470322685228	0.0471712676369984	classC
WBGene00016953	chrIV	5684287	5685486	1200	+	1200	WBGene00016953	C55C3.3	-22.95754	-14.625209	6.2947897824154	6.07108006744501	NA	NA	NA	NA	NA	NA	NA	30.1208980135027	-1.39531715530682	0.871628381966974	0.0282429549434264	0.073642075729777	classD
WBGene00001053	chrV	9607556	9608755	1200	+	1200	WBGene00001053	dop-2	-5.766035	-1.631328	6.58045761741359	6.32599909531428	NA	NA	NA	NA	NA	NA	NA	45.3442747410548	-1.3967025938814	0.949406050717941	0.0331632920727944	0.083291714066212	classD
WBGene00008742	chrII	11732395	11733594	1200	-	1200	WBGene00008742	F13D12.8	6.393265	34.369728	6.75301616886271	6.86080291843155	NA	NA	NA	NA	NA	NA	NA	126.171344336456	-1.39691614048479	0.466549788455071	0.00092549691282302	0.00445028106107152	classC
WBGene00018219	chrV	7874756	7875955	1200	+	1200	WBGene00018219	F40A3.4	-28.07717	-16.201954	6.19750309985946	6.03684258213875	NA	NA	NA	NA	NA	NA	NA	65.7326041504296	-1.39847893229427	1.05775015516369	0.0376993788595162	0.0919696040983273	classD
WBGene00007590	chrV	12590502	12591701	1200	-	1200	WBGene00007590	ttr-43	-8.629095	-0.257037	6.53663799030374	6.3505035058211	NA	NA	NA	NA	NA	NA	NA	12.9326696318095	-1.39878325105677	0.904894630769245	0.0321375581789191	0.0813709908103192	classD
WBGene00016546	chrII	2140117	2141316	1200	+	1200	WBGene00016546	C40A11.3	5.843367	16.089096	6.74564212557995	6.61392184385223	NA	NA	NA	NA	NA	NA	NA	731.059972205185	-1.39938372933746	0.408743690129119	0.000206069707273203	0.00118286544877278	classC
WBGene00009689	chrII	11765772	11766971	1200	+	1200	WBGene00009689	F44E5.2	3.939565	33.870983	6.71981732842879	6.85459881403434	NA	NA	NA	NA	NA	NA	NA	140.46938587957	-1.39994493513303	0.386107875487322	9.78741544116954e-05	0.000611565359869702	classC
WBGene00008007	chrIII	4811096	4812295	1200	-	1200	WBGene00008007	C38D4.7	3.016591	29.043608	6.70712895899298	6.79312855117926	NA	NA	NA	NA	NA	NA	NA	50.6410048408086	-1.40008594776837	0.740709161380608	0.0158936935247506	0.0466535325942021	classC
WBGene00008401	chrI	7793415	7794614	1200	-	1200	WBGene00008401	D2005.6	12.462965	20.538652	6.83200011578669	6.67801615457963	NA	NA	NA	NA	NA	NA	NA	1025.69797827695	-1.40010196780961	0.241352032697689	2.47083552716443e-09	3.05374719784518e-08	classC
WBGene00013563	chrIII	12367174	12368373	1200	-	1200	WBGene00013563	Y75B8A.33	59.080539	76.757835	7.32685438587602	7.30938745653125	NA	NA	NA	NA	NA	NA	NA	40.1516286630619	-1.40195885524722	0.903289155611671	0.0280640928131295	0.0732564701140168	classD
WBGene00002977	chrI	14389333	14390532	1200	+	1200	WBGene00002977	lev-10	-2.795895	4.644742	6.62455192958222	6.43466380255674	NA	NA	NA	NA	NA	NA	NA	1027.5190902436	-1.40212323922641	0.537225416824664	0.00279735110840056	0.0113081707832169	classC
WBGene00008095	chrX	14599146	14600345	1200	-	1200	WBGene00008095	C44H4.6	-10.14939	-1.889579	6.51281705691598	6.32134750973061	NA	NA	NA	NA	NA	NA	NA	86.1636129691764	-1.40268743688966	0.598671846165311	0.00590196366895535	0.0211358618592095	classC
WBGene00020554	chrV	8943864	8945063	1200	-	1200	WBGene00020554	T19A5.3	-20.929965	-2.144449	6.33157576148234	6.31674207058892	NA	NA	NA	NA	NA	NA	NA	847.831001906028	-1.40300280445796	0.399271394310324	0.000152179046280065	0.000906144448614815	classC
WBGene00018742	chrX	2870938	2872137	1200	-	1200	WBGene00018742	F53B3.3	8.163899	21.139694	6.77650721500221	6.68645969693512	NA	NA	NA	NA	NA	NA	NA	504.75399399932	-1.40384017112457	0.400407228868724	0.000154523500796112	0.000919267195818906	classC
WBGene00019576	chrX	17110456	17111655	1200	-	1200	WBGene00019576	lido-5	4.88872	22.152473	6.73275026188368	6.70057654572821	NA	NA	NA	NA	NA	NA	NA	129.398865523006	-1.40386875339819	0.69677964525	0.01263329355109	0.0390588618712293	classC
WBGene00005016	chrII	11337638	11338837	1200	-	1200	WBGene00005016	sqt-1	-5.007843	6.601685	6.59184237806253	6.46693826751982	NA	NA	NA	NA	NA	NA	NA	15.3496364002522	-1.40409302467508	1.35265639298672	0.0439325269721478	0.10340724637366	classD
WBGene00022271	chrI	1596017	1597216	1200	-	1200	WBGene00022271	cpx-1	3.012233	11.177124	6.70706878292305	6.53969413779091	NA	NA	NA	NA	NA	NA	NA	123.755544615973	-1.40423414621725	0.945662369517329	0.0311599607301899	0.0794658002550963	classD
WBGene00012065	chrV	19237105	19238304	1200	-	1200	WBGene00012065	fbxb-2	2.107307	11.275289	6.69451870784598	6.54121558921326	NA	NA	NA	NA	NA	NA	NA	278.292614865506	-1.4047299601323	0.464981380532589	0.000839951638089499	0.00409413802919668	classC
WBGene00019043	chrII	1694431	1695630	1200	-	1200	WBGene00019043	fbxc-26	-23.661156	-17.622074	6.2818017569733	6.0052948135965	NA	NA	NA	NA	NA	NA	NA	454.015895294756	-1.40521218163851	0.711626407865635	0.0133595551315793	0.0407518373795949	classC
WBGene00016836	chrI	3880816	3882015	1200	+	1200	WBGene00016836	C50F2.2	4.480705	27.580898	6.72720495902577	6.77397376964232	NA	NA	NA	NA	NA	NA	NA	4082.74747523123	-1.40550066732493	0.445352951704828	0.000491183916454134	0.00256361930211053	classC
WBGene00012315	chrV	16788267	16789466	1200	+	1200	WBGene00012315	immt-2	0.529616	13.287666	6.67237377177412	6.57205680207688	NA	NA	NA	NA	NA	NA	NA	1332.01727752826	-1.40625099883943	0.461879894859775	0.000748074369789505	0.00370617092423626	classC
WBGene00015647	chrIII	657709	658908	1200	+	1200	WBGene00015647	C09F5.1	-5.902338	13.31938	6.57840137513664	6.57253760484586	NA	NA	NA	NA	NA	NA	NA	1435.74441324692	-1.40657129527131	0.449017915336425	0.000579920334206581	0.00296135314634936	classC
WBGene00013855	chrV	12610329	12611528	1200	+	1200	WBGene00013855	cubn-1	-20.686306	-12.109583	6.3359339562365	6.12407597222744	NA	NA	NA	NA	NA	NA	NA	1380.3710539305	-1.40770543055378	0.610102719860633	0.00617438320089071	0.0219431694332796	classC
WBGene00006556	chrIII	11226926	11228125	1200	-	1200	WBGene00006556	tbx-37	-14.288252	-9.573193	6.4459002439881	6.17560838993756	NA	NA	NA	NA	NA	NA	NA	130.606426484987	-1.40790785828789	0.825517281015151	0.0219342186992276	0.060322176888201	classD
WBGene00002040	chrI	607372	608571	1200	-	1200	WBGene00002040	hum-7	1.244239	30.338549	6.68244656439277	6.80987666030393	NA	NA	NA	NA	NA	NA	NA	1575.49163797328	-1.40842984929636	0.519715700379513	0.00207117417197623	0.00881406166394916	classC
WBGene00022240	chrIV	6383871	6385070	1200	-	1200	WBGene00022240	shl-1	3.16037	9.397766	6.70911287989093	6.51183418547257	NA	NA	NA	NA	NA	NA	NA	109.635797460814	-1.40850496618537	1.04881834272125	0.036655162897339	0.0900606745670059	classD
WBGene00018811	chrV	4627580	4628779	1200	+	1200	WBGene00018811	pmt-2	33.012618	57.469334	7.07124091064354	7.12232820526531	NA	NA	NA	NA	NA	NA	NA	4556.35275086008	-1.40868201279568	0.399538468163272	0.000141375712661559	0.000849033444012193	classC
WBGene00007258	chrI	7232922	7234121	1200	-	1200	WBGene00007258	hasp-1	25.643852	44.057316	6.98994042077872	6.97630299131291	NA	NA	NA	NA	NA	NA	NA	3282.37268815081	-1.4092268711724	0.328165612760329	6.20391211219099e-06	4.97428997384598e-05	classC
WBGene00006408	chrX	3733837	3735036	1200	-	1200	WBGene00006408	tag-18	2.065395	16.94886	6.69393479252328	6.62653041201536	NA	NA	NA	NA	NA	NA	NA	191.815043898652	-1.40950701346563	0.546011878941802	0.00316527536938136	0.012528307488623	classC
WBGene00011283	chrV	12895673	12896872	1200	-	1200	WBGene00011283	ttbk-7	-4.598901	9.406239	6.59794582241555	6.51196813283537	NA	NA	NA	NA	NA	NA	NA	5241.28648203958	-1.41001245731181	0.494613187630465	0.00134406239049467	0.006117994831089	classC
WBGene00013418	chrIV	16399627	16400826	1200	-	1200	WBGene00013418	Y65A5A.1	74.118908	91.912659	7.45603110018875	7.44103563878629	92.603083	101.905342	115.423099025168	3.57760667736254	2.00819695083972	1.96662544572728	2.06229273061605	1926.54994143501	-1.41154678401105	0.37249902728612	5.46446739080719e-05	0.000361972520781129	classA
WBGene00013573	chrV	15190296	15191495	1200	+	1200	WBGene00013573	Y75B12B.11	145.362999	308.095428	7.94737240451342	8.60715577038455	303.668733	308.095428	279.897048237646	3.57760667736254	2.48868525362657	2.48240007744799	2.44699831847023	30.7526360530961	-1.41171521300329	0.736319801996102	0.0151458056080737	0.0448851013080183	classA
WBGene00000301	chrIV	9771510	9772709	1200	+	1200	WBGene00000301	cav-1	19.006367	32.561207	6.91256729794037	6.83817776166052	NA	NA	NA	NA	NA	NA	NA	81153.0703973805	-1.411844921635	0.51619627451899	0.00192507607928032	0.00829613476730177	classC
WBGene00011200	chrIII	4287280	4288479	1200	-	1200	WBGene00011200	R10E4.3	-13.269713	3.775893	6.46265808751672	6.42009974815595	NA	NA	NA	NA	NA	NA	NA	54.0201529364644	-1.41279992827921	0.74258065708257	0.0152694869875539	0.0451659532602691	classC
WBGene00008310	chrV	18808530	18809729	1200	-	1200	WBGene00008310	C54E10.6	27.438904	36.339512	7.01017159938032	6.88504842423199	NA	NA	NA	NA	NA	NA	NA	442.976100780252	-1.41363640660412	0.54097248075035	0.00275138199357783	0.0111384120582117	classC
WBGene00001148	chrX	15509011	15510210	1200	+	1200	WBGene00001148	eat-20	-4.04572	4.944985	6.60616115357258	6.43966262830023	NA	NA	NA	NA	NA	NA	NA	4869.08676831971	-1.41379355568335	0.332516512705036	7.32885421789257e-06	5.78230678317558e-05	classC
WBGene00003883	chrX	16539674	16540873	1200	+	1200	WBGene00003883	osm-1	-9.096924	6.859778	6.52934955791874	6.47114142415135	NA	NA	NA	NA	NA	NA	NA	848.395796032602	-1.41512589411398	0.398337747860647	0.00012869967852238	0.000782490853855535	classC
WBGene00016751	chrI	6235134	6236333	1200	+	1200	WBGene00016751	C48E7.6	-16.382591	-2.87918	6.41081844683346	6.30338278339137	NA	NA	NA	NA	NA	NA	NA	1441.60887102267	-1.41536706089826	0.652508345480025	0.00841092699448884	0.0282099729941697	classC
WBGene00013883	chrV	14858404	14859603	1200	-	1200	WBGene00013883	npr-13	-4.496303	2.673431	6.59947305063627	6.40140557401869	NA	NA	NA	NA	NA	NA	NA	42.7179044836679	-1.41571593696565	0.595720935683358	0.00543886712327619	0.0197797722516341	classC
WBGene00022418	chrX	2046161	2047360	1200	-	1200	WBGene00022418	igcm-4	30.259804	67.021851	7.04140225787277	7.21799880500215	NA	NA	NA	NA	NA	NA	NA	4498.92263763686	-1.41662190303498	0.466774194654167	0.000756304897159189	0.00373562433968278	classC
WBGene00003371	chrIII	5564025	5565224	1200	+	1200	WBGene00003371	mlc-3	12.848074	44.225754	6.83686853833552	6.97823161650997	NA	NA	NA	NA	NA	NA	NA	7937.63050708343	-1.41670126654985	0.666365389116382	0.00922592092236849	0.0303874413050102	classC
WBGene00001129	chrII	7171156	7172355	1200	-	1200	WBGene00001129	dyf-13	4.306073	15.487671	6.72482501877201	6.60503589243798	NA	NA	NA	NA	NA	NA	NA	112.234596414827	-1.41830098453635	0.921139756620729	0.0284717975750135	0.0740742588720406	classD
WBGene00007595	chrX	12073665	12074864	1200	-	1200	WBGene00007595	C15A7.2	-7.224547	1.027914	6.55830117510084	6.37304443927596	NA	NA	NA	NA	NA	NA	NA	68.4842333764023	-1.41957447492332	1.10029626514309	0.0375468191087681	0.0916886591134682	classD
WBGene00007934	chrX	12934779	12935978	1200	-	1200	WBGene00007934	C34E7.4	13.856625	29.500977	6.84954100345691	6.79906616297451	NA	NA	NA	NA	NA	NA	NA	6491.98371599534	-1.42001089632153	0.451903657129554	0.000509190441026449	0.0026477362964721	classC
WBGene00004155	chrII	8539712	8540911	1200	+	1200	WBGene00004155	pqn-73	-17.622325	-13.987939	6.3896427474219	6.08469045927066	NA	NA	NA	NA	NA	NA	NA	3346.45433121134	-1.42168413581247	0.453115196435295	0.000538717567795732	0.00277479159000669	classC
WBGene00022274	chrI	1633569	1634768	1200	+	1200	WBGene00022274	Y73E7A.8	4.526356	24.400164	6.72782645855825	6.73142161148192	NA	NA	NA	NA	NA	NA	NA	432.263429293407	-1.42185945356133	0.60509149785336	0.00579844190678279	0.020814538718821	classC
WBGene00018118	chrIV	5273531	5274730	1200	+	1200	WBGene00018118	F36H12.2	21.590212	130.259521	6.94318233028014	7.72871584075092	123.255499	151.302887	145.823841824867	3.57760667736254	2.17984721484544	2.09080630427447	2.16382853582335	38.8554883768299	-1.42250676459198	0.746751761409342	0.0152817326075539	0.0451885878734453	classA
WBGene00020377	chrI	6174195	6175394	1200	+	1200	WBGene00020377	T09B4.3	24.087115	70.636513	6.9721624925275	7.25260776133712	NA	NA	NA	NA	NA	NA	NA	54.6219449019991	-1.42345038977547	0.730734087343745	0.0131692162366176	0.0402714386131926	classC
WBGene00018232	chrI	2657046	2658245	1200	-	1200	WBGene00018232	F40E3.5	25.549501	48.732021	6.98886914682789	7.02889411978063	NA	NA	NA	NA	NA	NA	NA	19.785537667303	-1.42437863082243	0.949424272256358	0.0299242960339509	0.0770357189145442	classD
WBGene00001484	chrX	2459694	2460893	1200	-	1200	WBGene00001484	fox-1	2.370019	9.769584	6.69817342108768	6.51770048545438	NA	NA	NA	NA	NA	NA	NA	4449.50069113551	-1.42443429140516	0.410785690555075	0.000161018055787675	0.000952989784616612	classC
WBGene00019041	chrII	1690912	1692111	1200	-	1200	WBGene00019041	fbxc-22	-37.948046	-26.2883	5.98910929917329	5.79621073574229	NA	NA	NA	NA	NA	NA	NA	239.351191299903	-1.42459265941301	0.646903197401072	0.00784874210414096	0.0266571822737006	classC
WBGene00022191	chrIII	2628013	2629212	1200	+	1200	WBGene00022191	Y71H2B.1	22.276597	35.960735	6.95120701135972	6.88041770074813	NA	NA	NA	NA	NA	NA	NA	127.556182846825	-1.42464698707004	0.626254588883019	0.00664489800275338	0.0233279093298738	classC
WBGene00016951	chrIV	5708096	5709295	1200	+	1200	WBGene00016951	C55C3.1	36.878325	82.340286	7.11212735043742	7.3592899063893	69.820339	82.340286	79.4910763500072	2.97028044495169	1.91561237113859	1.84398195312141	1.90031837759392	52.7401726761431	-1.42554831943803	0.654650641267334	0.00875676500697864	0.0291406835505394	classA
WBGene00020155	chrV	866630	867829	1200	-	1200	WBGene00020155	T02B11.3	9.169775	16.850763	6.78968378177269	6.62509736142786	NA	NA	NA	NA	NA	NA	NA	5.48550624377802	-1.42559106787496	2.14451331806903	0.0384746747854596	0.0934310104298632	classD
WBGene00001730	chrIV	10736474	10737673	1200	+	1200	WBGene00001730	grl-21	-14.365207	-3.441547	6.44462617245657	6.29307327666184	NA	NA	NA	NA	NA	NA	NA	15.6707671409516	-1.42630722184306	1.05915836803054	0.0393492084519978	0.0950486914504292	classD
WBGene00003168	chrX	16806916	16808115	1200	-	1200	WBGene00003168	mec-4	-25.041187	-5.732155	6.25598314333558	6.25030289049092	NA	NA	NA	NA	NA	NA	NA	81.2027041929786	-1.42690849181314	0.640018829630747	0.00752210811201645	0.0257379268988055	classC
WBGene00001365	chrI	14518520	14519719	1200	-	1200	WBGene00001365	exc-4	-1.894161	10.677887	6.63767656334963	6.53193157611394	NA	NA	NA	NA	NA	NA	NA	3148.47290915614	-1.42705815088696	0.290016919136927	2.86854358658751e-07	2.84303253700492e-06	classC
WBGene00016573	chrII	3004799	3005998	1200	+	1200	WBGene00016573	lido-12	-15.0191	5.517845	6.4337546406839	6.44915254209154	NA	NA	NA	NA	NA	NA	NA	2016.73394545986	-1.42724728249355	0.362682040414013	2.78377865277039e-05	0.00019619487781329	classC
WBGene00015024	chrI	10707373	10708572	1200	+	1200	WBGene00015024	B0205.10	-2.957026	5.162586	6.62219406071044	6.44327473045128	NA	NA	NA	NA	NA	NA	NA	4.56560358181367	-1.42828728862456	1.89818732757147	0.0438629446466657	0.103293047940893	classD
WBGene00001447	chrII	10047868	10049067	1200	+	1200	WBGene00001447	flp-4	-19.000236	8.32529	6.36573630864004	6.49477849472652	NA	NA	NA	NA	NA	NA	NA	19.6165023612615	-1.42877704529729	1.00077140651778	0.0363886036802583	0.0895628149811253	classD
WBGene00044694	chrII	3748620	3749819	1200	-	1200	WBGene00044694	fbxb-90	-31.075083	-23.536455	6.13733250096978	5.86594196873126	NA	NA	NA	NA	NA	NA	NA	406.329129528858	-1.42952030111619	0.621861490881235	0.00623013934384803	0.0221012756538678	classC
